,ID,SMILES,Group,Source,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio
7090,7091,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@H](Cc2cccc3ccccc23)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2cccc3ccccc23)NC(=O)C(CCc2ccccc2)NC(=O)C(Cc2ccc(F)cc2)NC(=O)CCOC(=O)C2CCCN2C1=O,0.5454545454545454,0.8181818181818182
7091,7092,CC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OC)cc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7092,7093,CC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccc(F)cc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(Cc2ccccc2)C(=O)NC(C)C(=O)NC(Cc2ccc(F)cc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7093,7094,CC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(F)cc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(F)cc2)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7094,7095,CC[C@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(Cc2ccc(F)cc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7095,7096,CC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)[C@H](Cc2ccc(OC)cc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccc(F)cc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7096,7097,CCC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7097,7098,CCC[C@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7098,7099,CCC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(OC)cc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7099,7100,CC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](CC)NC(=O)[C@H](Cc2ccc(F)cc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(F)cc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7100,7101,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1NC(=O)CCOC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)NC(=O)C(C)NC1=O,0.5454545454545454,0.8181818181818182
7101,7102,CCC[C@H]1NC(=O)[C@H](CC)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CCCCCC1NC(=O)CC(C)OC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)NC(=O)C(C)NC1=O,0.5454545454545454,0.8181818181818182
7102,7103,CCC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](CC2CCCCC2)NC(=O)[C@H](CC)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CCCCCC1NC(=O)C(C)NC(=O)C(C)NC(=O)CC(C)OC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C1=O,0.5454545454545454,0.8181818181818182
7103,7104,CCC[C@@H]1NC(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](CC2CCCCC2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CCCCCC1NC(=O)C(C)NC(=O)C(C)NC(=O)CC(C)OC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C1=O,0.5454545454545454,0.8181818181818182
7104,7105,CC[C@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](Cc2ccc(F)c(F)c2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(Cc2ccc(F)cc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7105,7106,CC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccc(F)c(F)c2)NC(=O)[C@H](Cc2ccc(OC)cc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccc(F)cc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7106,7107,CC[C@@H]1NC(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2cccc3ccccc23)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc2cccc3ccccc23)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7107,7108,CCC[C@H]1NC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(F)cc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7108,7109,CC[C@H]1NC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(Cc2ccccc2)C(=O)NC(CCc2ccccc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7109,7110,CC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCc2ccccc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(CCc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7110,7111,CC[C@@H]1NC(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccc(F)c(F)c2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc2ccc(F)cc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7111,7112,CCC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OC)cc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7112,7113,COc1ccc(C[C@@H]2NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(C)=O)[C@@H](C)OC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](CC(C)C)NC2=O)cc1,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7113,7114,CCC[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccc(F)c(F)c2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc2ccc(F)cc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7114,7115,CCC[C@@H]1NC(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(Cc2ccc(F)cc2)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7115,7116,CC[C@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CCCCCC1NC(=O)CC(C)OC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)NC(=O)C(C)NC1=O,0.5454545454545454,0.8181818181818182
7116,7117,CC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](CC2CCCCC2)NC(=O)[C@H](CC(C)C)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CCCCCC1NC(=O)C(C)NC(=O)C(C)NC(=O)CC(C)OC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C1=O,0.5454545454545454,0.8181818181818182
7117,7118,CCC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)[C@H](Cc2ccc(OC)cc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccc(F)cc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7118,7119,CC[C@@H]1NC(=O)[C@@H](Cc2ccc(F)c(F)c2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccc(F)c(F)c2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(Cc2ccc(F)cc2)C(=O)NC(C)C(=O)NC(Cc2ccc(F)cc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7119,7120,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1NC(=O)C(Cc2ccc(F)cc2)NC(=O)CCOC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)NC1=O,0.5454545454545454,0.8181818181818182
7120,7121,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1NC(=O)CCOC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(Cc2ccc(F)cc2)NC(=O)C(C)NC1=O,0.5454545454545454,0.8181818181818182
7121,7122,CCC[C@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7122,7123,COc1ccc(C[C@@H]2NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(C)=O)[C@@H](C)OC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](CC(C)C)NC2=O)cc1,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7123,7124,COc1ccc(C[C@@H]2NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(C)=O)[C@@H](C)OC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc3ccccc3)NC2=O)cc1,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7124,7125,CCC[C@@H]1NC(=O)[C@@H](CCC)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](CC2CCCCC2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CCCCCC1NC(=O)C(C)NC(=O)C(C)NC(=O)CC(C)OC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C1=O,0.5454545454545454,0.8181818181818182
7125,7126,CCC[C@@H]1NC(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2cccc3ccccc23)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CC1CC(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc2cccc3ccccc23)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)O1,0.5454545454545454,0.8181818181818182
7126,7127,CC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](CC2CCCCC2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CCCCCC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NC(=O)CC(C)OC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C1=O,0.5454545454545454,0.8181818181818182
7127,7128,CC[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CCCCCC1NC(=O)CC(C)OC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)NC(=O)C(Cc2ccccc2)NC1=O,0.5454545454545454,0.8181818181818182
7128,7129,CC[C@@H]1NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CCCCCC1NC(=O)CC(C)OC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.5454545454545454,0.8181818181818182
7129,7130,CC[C@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C1=O,Peptide,CycPeptMPDB,22,4,2,6,C1CNCCNCCNCCNCCNCCNCCOC1,CCCCCC1NC(=O)CC(C)OC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.5454545454545454,0.8181818181818182
