ID,Macrocycle_Free_Amide_Ratio,Peptidic_Type
MC-3448,0.471,Semi
MC-3449,0.471,Semi
MC-3450,0.471,Semi
MC-3451,0.471,Semi
MC-3452,0.471,Semi
MC-3453,0.471,Semi
MC-3454,0.471,Semi
MC-3455,0.471,Semi
MC-3456,0.471,Semi
MC-3457,0.471,Semi
MC-3458,0.353,Semi
MC-3459,0.353,Semi
MC-3460,0.353,Semi
MC-3461,0.471,Semi
MC-3462,0.235,Non
MC-3463,0.235,Non
MC-3464,0.353,Semi
MC-3465,0.235,Non
MC-3466,0.353,Semi
MC-3467,0.353,Semi
MC-3468,0.471,Semi
MC-3469,0.353,Semi
MC-3470,0.353,Semi
MC-3471,0.353,Semi
MC-3472,0.353,Semi
MC-3473,0.471,Semi
MC-3474,0.353,Semi
MC-3475,0.353,Semi
MC-3476,0.353,Semi
MC-3477,0.353,Semi
MC-3478,0.353,Semi
MC-3479,0.353,Semi
MC-3480,0.353,Semi
MC-3481,0.19,Non
MC-3482,0.182,Non
MC-3483,0.182,Non
MC-3484,0.19,Non
MC-3485,0.19,Non
MC-3486,0.19,Non
MC-3487,0.19,Non
MC-3488,0.19,Non
MC-3489,0.19,Non
MC-3490,0.19,Non
MC-3491,0.19,Non
MC-3492,0.19,Non
MC-3493,0.19,Non
MC-3494,0.19,Non
MC-3495,0.19,Non
MC-3496,0.19,Non
MC-3497,0,Non
MC-3498,0,Non
MC-3499,0,Non
MC-3500,0,Non
MC-3501,0,Non
MC-3502,0,Non
MC-3503,0,Non
MC-3504,0,Non
MC-3505,0,Non
MC-3506,0,Non
MC-3507,0,Non
MC-3508,0,Non
MC-3509,0.167,Non
MC-3510,0.167,Non
MC-3511,0,Non
MC-3512,0,Non
MC-3513,0,Non
MC-3514,0,Non
MC-3515,0.333,Semi
MC-3516,0.333,Semi
MC-3517,0.333,Semi
MC-3518,0.333,Semi
MC-3519,0.333,Semi
MC-3520,0.333,Semi
MC-3521,0.333,Semi
MC-3522,0.333,Semi
MC-3523,0,Non
MC-3524,0,Non
MC-3525,0,Non
MC-3526,0,Non
MC-3527,0,Non
MC-3528,0,Non
MC-3529,0.333,Semi
MC-3530,0.333,Semi
MC-3531,0.167,Non
MC-3532,0.167,Non
MC-3533,0.167,Non
MC-3534,0,Non
MC-3535,0,Non
MC-3536,0,Non
MC-3537,0,Non
MC-3538,0,Non
MC-3539,0,Non
MC-3540,0,Non
MC-3541,0,Non
MC-3542,0,Non
MC-3543,0,Non
MC-3544,0,Non
MC-3545,0,Non
MC-3546,0,Non
MC-3547,0,Non
MC-3548,0,Non
MC-3549,0,Non
MC-3550,0,Non
MC-3551,0,Non
MC-3552,0,Non
MC-3553,0,Non
MC-3554,0,Non
MC-3555,0,Non
MC-3556,0,Non
MC-3557,0,Non
MC-3558,0,Non
MC-3559,0,Non
MC-3560,0,Non
MC-3561,0,Non
MC-3562,0,Non
MC-3563,0,Non
MC-3564,0,Non
MC-3565,0,Non
MC-3566,0,Non
MC-3567,0,Non
MC-3568,0,Non
MC-3569,0,Non
MC-3570,0,Non
MC-3571,0,Non
MC-3572,0,Non
MC-3573,0,Non
MC-3574,0,Non
MC-3575,0,Non
MC-3576,0,Non
MC-3577,0,Non
MC-3578,0,Non
MC-3579,0,Non
MC-3580,0,Non
MC-3581,0,Non
MC-3582,0,Non
MC-3583,0,Non
MC-3584,0,Non
MC-3585,0,Non
MC-3586,0,Non
MC-3587,0,Non
MC-3588,0,Non
MC-3589,0,Non
MC-3590,0,Non
MC-3591,0,Non
MC-3592,0,Non
MC-3593,0,Non
MC-3594,0,Non
MC-3595,0,Non
MC-3596,0,Non
MC-3597,0,Non
MC-3598,0,Non
MC-3599,0,Non
MC-3600,0,Non
MC-3601,0,Non
MC-3602,0,Non
MC-3603,0,Non
MC-3604,0,Non
MC-3605,0,Non
MC-3606,0,Non
MC-3607,0,Non
MC-3608,0,Non
MC-3609,0,Non
MC-3610,0,Non
MC-3611,0,Non
MC-3612,0,Non
MC-3613,0,Non
MC-3614,0,Non
MC-3615,0,Non
MC-3616,0,Non
MC-3617,0,Non
MC-3618,0,Non
MC-3619,0,Non
MC-3620,0,Non
MC-3621,0,Non
MC-3622,0,Non
MC-3623,0,Non
MC-3624,0,Non
MC-3625,0,Non
MC-3626,0,Non
MC-3627,0,Non
MC-3628,0,Non
MC-3629,0,Non
MC-3630,0,Non
MC-3631,0,Non
MC-3632,0,Non
MC-3633,0,Non
MC-3634,0,Non
MC-3635,0,Non
MC-3636,0,Non
MC-3637,0,Non
MC-3638,0,Non
MC-3639,0,Non
MC-3640,0,Non
MC-3641,0,Non
MC-3642,0,Non
MC-3643,0,Non
MC-3644,0,Non
MC-3645,0,Non
MC-3646,0,Non
MC-3647,0,Non
MC-3648,0,Non
MC-3649,0,Non
MC-3650,0,Non
MC-3651,0,Non
MC-3652,0,Non
MC-3653,0,Non
MC-3654,0,Non
MC-3655,0,Non
MC-3656,0,Non
MC-3657,0,Non
MC-3658,0,Non
MC-3659,0,Non
MC-3660,0,Non
MC-3661,0,Non
MC-3662,0,Non
MC-3663,0,Non
MC-3664,0,Non
MC-3665,0,Non
MC-3666,0,Non
MC-3667,0,Non
MC-3668,0,Non
MC-3669,0,Non
MC-3670,0,Non
MC-3671,0,Non
MC-3672,0,Non
MC-3673,0,Non
MC-3674,0,Non
MC-3675,0,Non
MC-3676,0,Non
MC-3677,0,Non
MC-3678,0,Non
MC-3679,0,Non
MC-3680,0,Non
MC-3681,0,Non
MC-3682,0,Non
MC-3683,0,Non
MC-3684,0,Non
MC-3685,0,Non
MC-3686,0,Non
MC-3687,0,Non
MC-3688,0,Non
MC-3689,0,Non
MC-3690,0,Non
MC-3691,0,Non
MC-3692,0,Non
MC-3693,0,Non
MC-3694,0,Non
MC-3695,0,Non
MC-3696,0,Non
MC-3697,0,Non
MC-3698,0,Non
MC-3699,0,Non
MC-3700,0.5,Semi
MC-3701,0.462,Semi
MC-3702,0.429,Semi
MC-3703,0.4,Semi
MC-3704,0.375,Semi
MC-3705,0.353,Semi
MC-3706,0.333,Semi
MC-3707,0.316,Semi
MC-3708,0.3,Semi
MC-3709,0.375,Semi
MC-3710,0.375,Semi
MC-3711,0.375,Semi
MC-3712,0.375,Semi
MC-3713,0.375,Semi
MC-3714,0.375,Semi
MC-3715,0.375,Semi
MC-3716,0.375,Semi
MC-3717,0.375,Semi
MC-3718,0.375,Semi
MC-3719,0.375,Semi
MC-3720,0.375,Semi
MC-3721,0.375,Semi
MC-3722,0.25,Non
MC-3723,0.25,Non
MC-3724,0.25,Non
MC-3725,0.375,Semi
MC-3726,0.375,Semi
MC-3727,0.25,Non
MC-3728,0.375,Semi
MC-3729,0.375,Semi
MC-3730,0.375,Semi
MC-3731,0.25,Non
MC-3732,0.25,Non
MC-3733,0.25,Non
MC-3734,0.25,Non
MC-3735,0.25,Non
MC-3736,0.125,Non
MC-3737,0.125,Non
MC-3738,0.125,Non
MC-3739,0.375,Semi
MC-3740,0.375,Semi
MC-3741,0.25,Non
MC-3742,0.375,Semi
MC-3743,0.375,Semi
MC-3744,0.375,Semi
MC-3745,0.375,Semi
MC-3746,0.25,Non
MC-3747,0.235,Non
MC-3748,0.235,Non
MC-3749,0.235,Non
MC-3750,0.235,Non
MC-3751,0.235,Non
MC-3752,0.235,Non
MC-3753,0.235,Non
MC-3754,0.235,Non
MC-3755,0.235,Non
MC-3756,0.235,Non
MC-3757,0.235,Non
MC-3758,0.235,Non
MC-3759,0.235,Non
MC-3760,0.235,Non
MC-3761,0.235,Non
MC-3762,0.118,Non
MC-3763,0.235,Non
MC-3764,0.118,Non
MC-3765,0.235,Non
MC-3766,0.235,Non
MC-3767,0.222,Non
MC-3768,0.333,Semi
MC-3769,0.333,Semi
MC-3770,0.333,Semi
MC-3771,0.333,Semi
MC-3772,0.333,Semi
MC-3773,0.333,Semi
MC-3774,0.333,Semi
MC-3775,0.333,Semi
MC-3776,0.333,Semi
MC-3777,0.333,Semi
MC-3778,0.333,Semi
MC-3779,0.333,Semi
MC-3780,0.333,Semi
MC-3781,0.333,Semi
MC-3782,0.333,Semi
MC-3783,0.333,Semi
MC-3784,0.333,Semi
MC-3785,0.333,Semi
MC-3786,0.333,Semi
MC-3787,0.333,Semi
MC-3788,0.308,Semi
MC-3789,0.333,Semi
MC-3790,0.308,Semi
MC-3791,0.308,Semi
MC-3792,0.333,Semi
MC-3793,0.667,Pep
MC-3794,0.667,Pep
MC-3795,0.667,Pep
MC-3796,0.667,Pep
MC-3797,0.667,Pep
MC-3798,0.571,Semi
MC-3799,0.333,Semi
MC-3800,0.333,Semi
MC-3801,0,Non
MC-3802,0,Non
MC-3803,0.333,Semi
MC-3804,0.333,Semi
MC-3805,0,Non
MC-3806,0,Non
MC-3807,0,Non
MC-3808,0.667,Pep
MC-3809,0.571,Semi
MC-3810,0.571,Semi
MC-3811,0.667,Pep
MC-3812,0.667,Pep
MC-3813,0.571,Semi
MC-3814,0.571,Semi
MC-3815,0,Non
MC-3816,0,Non
MC-3817,0,Non
MC-3818,0,Non
MC-3819,0,Non
MC-3820,0,Non
MC-3821,0,Non
MC-3822,0,Non
MC-3823,0,Non
MC-3824,0,Non
MC-3825,0,Non
MC-3826,0,Non
MC-3827,0,Non
MC-3828,0,Non
MC-3829,0,Non
MC-3830,0,Non
MC-3831,0,Non
MC-3832,0,Non
MC-3833,0,Non
MC-3834,0,Non
MC-3835,0,Non
MC-3836,0.333,Semi
MC-3837,0.333,Semi
MC-3838,0.333,Semi
MC-3839,0.333,Semi
MC-3840,0.333,Semi
MC-3841,0.333,Semi
MC-3842,0.333,Semi
MC-3843,0.333,Semi
MC-3844,0.333,Semi
MC-3845,0.333,Semi
MC-3846,0.333,Semi
MC-3847,0.333,Semi
MC-3848,0.333,Semi
MC-3849,0.333,Semi
MC-3850,0.333,Semi
MC-3851,0.333,Semi
MC-3852,0.333,Semi
MC-3853,0.333,Semi
MC-3854,0.333,Semi
MC-3855,0.333,Semi
MC-3856,0,Non
MC-3857,0,Non
MC-3858,0,Non
MC-3859,0,Non
MC-3860,0,Non
MC-3861,0,Non
MC-3862,0,Non
MC-3863,0,Non
MC-3864,0,Non
MC-3865,0,Non
MC-3866,0,Non
MC-3867,0,Non
MC-3868,0,Non
MC-3869,0,Non
MC-3870,0,Non
MC-3871,0,Non
MC-3872,0,Non
MC-3873,0,Non
MC-3874,0,Non
MC-3875,0,Non
MC-3876,0,Non
MC-3877,0,Non
MC-3878,0,Non
MC-3879,0,Non
MC-3880,0,Non
MC-3881,0,Non
MC-3882,0,Non
MC-3883,0,Non
MC-3884,0,Non
MC-3885,0,Non
MC-3886,0,Non
MC-3887,0,Non
MC-3888,0,Non
MC-3889,0,Non
MC-3890,0,Non
MC-3891,0,Non
MC-3892,0,Non
MC-3893,0,Non
MC-3894,0,Non
MC-3895,0,Non
MC-3896,0,Non
MC-3897,0,Non
MC-3898,0,Non
MC-3899,0,Non
MC-3900,0,Non
MC-3901,0,Non
MC-3902,0,Non
MC-3903,0,Non
MC-3904,0,Non
MC-3905,0,Non
MC-3906,0,Non
MC-3907,0,Non
MC-3908,0,Non
MC-3909,0,Non
MC-3910,0,Non
MC-3911,0,Non
MC-3912,0.615,Pep
MC-3913,0.323,Semi
MC-3914,0,Non
MC-3915,0.526,Semi
MC-3916,0,Non
MC-3917,0.316,Semi
MC-3918,0,Non
MC-3919,0,Non
MC-3920,0.333,Semi
MC-3921,0.333,Semi
MC-3922,0.333,Semi
MC-3923,0.333,Semi
MC-3924,0.333,Semi
MC-3925,0,Non
MC-3926,0.5,Semi
MC-3927,0,Non
MC-3928,0.4,Semi
MC-3929,0,Non
MC-3930,0,Non
MC-3931,0.444,Semi
MC-3932,0.444,Semi
MC-3933,0.444,Semi
MC-3934,0.444,Semi
MC-3935,0.444,Semi
MC-3936,0.444,Semi
MC-3937,0.444,Semi
MC-3938,0.444,Semi
MC-3939,0.444,Semi
MC-3940,0.444,Semi
MC-3941,0.444,Semi
MC-3942,0.333,Semi
MC-3943,0.111,Non
MC-3944,0.333,Semi
MC-3945,0,Non
MC-3946,0,Non
MC-3947,0,Non
MC-3948,0,Non
MC-3949,0.25,Non
MC-3950,0,Non
MC-3951,0,Non
MC-3952,0.083,Non
MC-3953,0.083,Non
MC-3954,0.083,Non
MC-3955,0,Non
MC-3956,0,Non
MC-3957,0.083,Non
MC-3958,0.222,Non
MC-3959,0.222,Non
MC-3960,0.222,Non
MC-3961,0.222,Non
MC-3962,0.222,Non
MC-3963,0.222,Non
MC-3964,0.143,Non
MC-3965,0.143,Non
MC-3966,0.143,Non
MC-3967,0.143,Non
MC-3968,0.143,Non
MC-3969,0.143,Non
MC-3970,0.286,Non
MC-3971,0.286,Non
MC-3972,0.143,Non
MC-3973,0.286,Non
MC-3974,0.286,Non
MC-3975,0.286,Non
MC-3976,0.286,Non
MC-3977,0.4,Semi
MC-3978,0.4,Semi
MC-3979,0,Non
MC-3980,0.533,Semi
MC-3981,0.533,Semi
MC-3982,0.303,Semi
MC-3983,0.125,Non
MC-3984,0.267,Non
MC-3985,0.267,Non
MC-3986,0.267,Non
MC-3987,0.435,Semi
MC-3988,0,Non
MC-3989,0.286,Non
MC-3990,0,Non
MC-3991,0,Non
MC-3992,0,Non
MC-3993,0,Non
MC-3994,0.455,Semi
MC-3995,0.435,Semi
MC-3996,0.417,Semi
MC-3997,0.667,Pep
MC-3998,0.091,Non
MC-3999,0.556,Semi
MC-4000,0.556,Semi
MC-4001,0.556,Semi
MC-4002,0.444,Semi
MC-4003,0.556,Semi
MC-4004,0.133,Non
MC-4005,0.435,Semi
MC-4006,0.476,Semi
MC-4007,0.4,Semi
MC-4008,0.222,Non
MC-4009,0.333,Semi
MC-4010,0.222,Non
MC-4011,0.222,Non
MC-4012,0.222,Non
MC-4013,0.222,Non
MC-4014,0.222,Non
MC-4015,0.222,Non
MC-4016,0.222,Non
MC-4017,0.222,Non
MC-4018,0.222,Non
MC-4019,0.222,Non
MC-4020,0.222,Non
MC-4021,0.333,Semi
MC-4022,0.222,Non
MC-4023,0,Non
MC-4024,0,Non
MC-4025,0,Non
MC-4026,0,Non
MC-4027,0,Non
MC-4028,0,Non
MC-4029,0,Non
MC-4030,0,Non
MC-4031,0,Non
MC-4032,0,Non
MC-4033,0,Non
MC-4034,0,Non
MC-4035,0,Non
MC-4036,0.667,Pep
MC-4037,0.667,Pep
MC-4038,0.667,Pep
MC-4039,0.556,Semi
MC-4040,0.111,Non
MC-4041,0.111,Non
MC-4042,0.556,Semi
MC-4043,0.222,Non
MC-4044,0.556,Semi
MC-4045,0.556,Semi
MC-4046,0.444,Semi
MC-4047,0.333,Semi
MC-4048,0.222,Non
MC-4049,0.556,Semi
MC-4050,0.556,Semi
MC-4051,0.571,Semi
MC-4052,0.571,Semi
MC-4053,0.571,Semi
MC-4054,0.571,Semi
MC-4055,0.556,Semi
MC-4056,0.556,Semi
MC-4057,0.556,Semi
MC-4058,0.556,Semi
MC-4059,0.556,Semi
MC-4060,0.556,Semi
MC-4061,0.556,Semi
MC-4062,0.333,Semi
MC-4063,0.222,Non
MC-4064,0.556,Semi
MC-4065,0.556,Semi
MC-4066,0.444,Semi
MC-4067,0.556,Semi
MC-4068,0.556,Semi
MC-4069,0.556,Semi
MC-4070,0.556,Semi
MC-4071,0.556,Semi
MC-4072,0.556,Semi
MC-4073,0.667,Pep
MC-4074,0.556,Semi
MC-4075,0.556,Semi
MC-4076,0.556,Semi
MC-4077,0.222,Non
MC-4078,0.333,Semi
MC-4079,0.333,Semi
MC-4080,0.333,Semi
MC-4081,0.333,Semi
MC-4082,0.333,Semi
MC-4083,0.333,Semi
MC-4084,0.333,Semi
MC-4085,0.444,Semi
MC-4086,0.556,Semi
MC-4087,0.444,Semi
MC-4088,0.556,Semi
MC-4089,0.667,Pep
MC-4090,0.667,Pep
MC-4091,0.667,Pep
MC-4092,0.667,Pep
MC-4093,0.667,Pep
MC-4094,0.556,Semi
MC-4095,0.444,Semi
MC-4096,0.556,Semi
MC-4097,0.444,Semi
MC-4098,0.556,Semi
MC-4099,0.444,Semi
MC-4100,0.556,Semi
MC-4101,0.556,Semi
MC-4102,0.444,Semi
MC-4103,0.444,Semi
MC-4104,0.444,Semi
MC-4105,0.333,Semi
MC-4106,0.333,Semi
MC-4107,0.333,Semi
MC-4108,0.333,Semi
MC-4109,0.333,Semi
MC-4110,0.333,Semi
MC-4111,0.222,Non
MC-4112,0.222,Non
MC-4113,0.333,Semi
MC-4114,0.111,Non
MC-4115,0.182,Non
MC-4116,0.182,Non
MC-4117,0.182,Non
MC-4118,0.182,Non
MC-4119,0.182,Non
MC-4120,0.182,Non
MC-4121,0.182,Non
MC-4122,0.273,Non
MC-4123,0.182,Non
MC-4124,0.182,Non
MC-4125,0.182,Non
MC-4126,0.182,Non
MC-4127,0.182,Non
MC-4128,0.182,Non
MC-4129,0.381,Semi
MC-4130,0.381,Semi
MC-4131,0.381,Semi
MC-4132,0.381,Semi
MC-4133,0.381,Semi
MC-4134,0.381,Semi
MC-4135,0.381,Semi
MC-4136,0.286,Non
MC-4137,0.286,Non
MC-4138,0.286,Non
MC-4139,0.286,Non
MC-4140,0.381,Semi
MC-4141,0.381,Semi
MC-4142,0.381,Semi
MC-4143,0.286,Non
MC-4144,0.286,Non
MC-4145,0.286,Non
MC-4146,0.435,Semi
MC-4147,0.435,Semi
MC-4148,0.486,Semi
MC-4149,0.1,Non
MC-4150,0.1,Non
MC-4151,0.1,Non
MC-4152,0.143,Non
MC-4153,0.125,Non
MC-4154,0.125,Non
MC-4155,0.143,Non
MC-4156,0.125,Non
MC-4157,0.125,Non
MC-4158,0.125,Non
MC-4159,0.125,Non
MC-4160,0.125,Non
MC-4161,0.125,Non
MC-4162,0.444,Semi
MC-4163,0.125,Non
MC-4164,0.125,Non
MC-4165,0.143,Non
MC-4166,0.455,Semi
MC-4167,0.455,Semi
MC-4168,0.455,Semi
MC-4169,0.364,Semi
MC-4170,0.273,Non
MC-4171,0.125,Non
MC-4172,0.125,Non
MC-4173,0.143,Non
MC-4174,0.125,Non
MC-4175,0.667,Pep
MC-4176,0.133,Non
MC-4177,0.125,Non
MC-4178,0.5,Semi
MC-4179,0.125,Non
MC-4180,0.125,Non
MC-4181,0.125,Non
MC-4182,0.125,Non
MC-4183,0.125,Non
MC-4184,0,Non
MC-4185,0,Non
MC-4186,0.444,Semi
MC-4187,0.333,Semi
MC-4188,0.444,Semi
MC-4189,0,Non
MC-4190,0.125,Non
MC-4191,0.476,Semi
MC-4192,0.444,Semi
MC-4193,0.444,Semi
MC-4194,0,Non
MC-4195,0,Non
MC-4196,0,Non
MC-4197,0,Non
MC-4198,0.444,Semi
MC-4199,0.444,Semi
MC-4200,0,Non
MC-4201,0.444,Semi
MC-4202,0.222,Non
MC-4203,0.125,Non
MC-4204,0.444,Semi
MC-4205,0.444,Semi
MC-4206,0.125,Non
MC-4207,0.5,Semi
MC-4208,0.444,Semi
MC-4209,0.486,Semi
MC-4210,0.444,Semi
MC-4211,0,Non
MC-4212,0.444,Semi
MC-4213,0.444,Semi
MC-4214,0,Non
MC-4215,0.444,Semi
MC-4216,0.444,Semi
MC-4217,0,Non
MC-4218,0.444,Semi
MC-4219,0.444,Semi
MC-4220,0.444,Semi
MC-4221,0.231,Non
MC-4222,0.154,Non
MC-4223,0.25,Non
MC-4224,0.148,Non
MC-4225,0.154,Non
MC-4226,0.154,Non
MC-4227,0.154,Non
MC-4228,0.556,Semi
MC-4229,0.133,Non
MC-4230,0.133,Non
MC-4231,0.133,Non
MC-4232,0.133,Non
MC-4233,0.133,Non
MC-4234,0.133,Non
MC-4235,0.667,Pep
MC-4236,0.667,Pep
MC-4237,0.667,Pep
MC-4238,0.667,Pep
MC-4239,0.667,Pep
MC-4240,0,Non
MC-4241,0.455,Semi
MC-4242,0.182,Non
MC-4243,0.154,Non
MC-4244,0.154,Non
MC-4245,0.435,Semi
MC-4246,0.533,Semi
MC-4247,0.143,Non
MC-4248,0.4,Semi
MC-4249,0.364,Semi
MC-4250,0.556,Semi
MC-4251,0.381,Semi
MC-4252,0.143,Non
MC-4253,0.242,Non
MC-4254,0.4,Semi
MC-4255,0.556,Semi
MC-4256,0.133,Non
MC-4257,0.556,Semi
MC-4258,0.556,Semi
MC-4259,0.143,Non
MC-4260,0.333,Semi
MC-4261,0.556,Semi
MC-4262,0.381,Semi
MC-4263,0.143,Non
MC-4264,0.556,Semi
MC-4265,0.143,Non
MC-4266,0.154,Non
MC-4267,0.4,Semi
MC-4268,0.143,Non
MC-4269,0.143,Non
MC-4270,0.286,Non
MC-4271,0.533,Semi
MC-4272,0.143,Non
MC-4273,0.353,Semi
MC-4274,0.444,Semi
MC-4275,0.286,Non
MC-4276,0.556,Semi
MC-4277,0.444,Semi
MC-4278,0.4,Semi
MC-4279,0.286,Non
MC-4280,0.286,Non
MC-4281,0.286,Non
MC-4282,0.303,Semi
MC-4283,0.286,Non
MC-4284,0.143,Non
MC-4285,0,Non
MC-4286,0.381,Semi
MC-4287,0.143,Non
MC-4288,0.143,Non
MC-4289,0.4,Semi
MC-4290,0.143,Non
MC-4291,0.556,Semi
MC-4292,0.143,Non
MC-4293,0,Non
MC-4294,0.143,Non
MC-4295,0.286,Non
MC-4296,0.143,Non
MC-4297,0.333,Semi
MC-4298,0.143,Non
MC-4299,0.333,Semi
MC-4300,0.242,Non
MC-4301,0.556,Semi
MC-4302,0.4,Semi
MC-4303,0.4,Semi
MC-4304,0.143,Non
MC-4305,0.143,Non
MC-4306,0.143,Non
MC-4307,0,Non
MC-4308,0.143,Non
MC-4309,0.125,Non
MC-4310,0.125,Non
MC-4311,0,Non
MC-4312,0.125,Non
MC-4313,0.125,Non
MC-4314,0.125,Non
MC-4315,0.125,Non
MC-4316,0.125,Non
MC-4317,0,Non
MC-4318,0.125,Non
MC-4319,0.125,Non
MC-4320,0,Non
MC-4321,0,Non
MC-4322,0,Non
MC-4323,0.421,Semi
MC-4324,0.125,Non
MC-4325,0.4,Semi
MC-4326,0.533,Semi
MC-4327,0.533,Semi
MC-4328,0.143,Non
MC-4329,0.143,Non
MC-4330,0.143,Non
MC-4331,0.4,Semi
MC-4332,0.286,Non
MC-4333,0.286,Non
MC-4334,0.235,Non
MC-4335,0.154,Non
MC-4336,0.143,Non
MC-4337,0.4,Semi
MC-4338,0.25,Non
MC-4339,0.533,Semi
MC-4340,0.235,Non
MC-4341,0.4,Semi
MC-4342,0.4,Semi
MC-4343,0.25,Non
MC-4344,0.533,Semi
MC-4345,0.4,Semi
MC-4346,0.143,Non
MC-4347,0.154,Non
MC-4348,0.4,Semi
MC-4349,0.25,Non
MC-4350,0.235,Non
MC-4351,0.4,Semi
MC-4352,0.4,Semi
MC-4353,0.4,Semi
MC-4354,0.533,Semi
MC-4355,0.4,Semi
MC-4356,0,Non
MC-4357,0.4,Semi
MC-4358,0.533,Semi
MC-4359,0.4,Semi
MC-4360,0.4,Semi
MC-4361,0.4,Semi
MC-4362,0.235,Non
MC-4363,0.154,Non
MC-4364,0.235,Non
MC-4365,0.556,Semi
MC-4366,0.556,Semi
MC-4367,0.556,Semi
MC-4368,0.556,Semi
MC-4369,0.25,Non
MC-4370,0.556,Semi
MC-4371,0.556,Semi
MC-4372,0.25,Non
MC-4373,0.556,Semi
MC-4374,0.25,Non
MC-4375,0.25,Non
MC-4376,0.556,Semi
MC-4377,0.556,Semi
MC-4378,0.556,Semi
MC-4379,0.25,Non
MC-4380,0.25,Non
MC-4381,0.087,Non
MC-4382,0.25,Non
MC-4383,0.25,Non
MC-4384,0.556,Semi
MC-4385,0.556,Semi
MC-4386,0.25,Non
MC-4387,0.556,Semi
MC-4388,0.083,Non
MC-4389,0.556,Semi
MC-4390,0.25,Non
MC-4391,0.556,Semi
MC-4392,0.25,Non
MC-4393,0.25,Non
MC-4394,0.556,Semi
MC-4395,0.25,Non
MC-4396,0.25,Non
MC-4397,0.25,Non
MC-4398,0.25,Non
MC-4399,0.25,Non
MC-4400,0.556,Semi
MC-4401,0.25,Non
MC-4402,0.556,Semi
MC-4403,0.556,Semi
MC-4404,0.25,Non
MC-4405,0.556,Semi
MC-4406,0.25,Non
MC-4407,0.556,Semi
MC-4408,0.556,Semi
MC-4409,0.556,Semi
MC-4410,0.25,Non
MC-4411,0.143,Non
MC-4412,0.125,Non
MC-4413,0.125,Non
MC-4414,0.125,Non
MC-4415,0.125,Non
MC-4416,0.381,Semi
MC-4417,0.125,Non
MC-4418,0.125,Non
MC-4419,0.125,Non
MC-4420,0.125,Non
MC-4421,0.125,Non
MC-4422,0.125,Non
MC-4423,0.125,Non
MC-4424,0.125,Non
MC-4425,0.125,Non
MC-4426,0.125,Non
MC-4427,0.125,Non
MC-4428,0.125,Non
MC-4429,0.125,Non
MC-4430,0.125,Non
MC-4431,0.125,Non
MC-4432,0.286,Non
MC-4433,0.125,Non
MC-4434,0.222,Non
MC-4435,0.333,Semi
MC-4436,0.167,Non
MC-4437,0.222,Non
MC-4438,0.333,Semi
MC-4439,0.333,Semi
MC-4440,0.333,Semi
MC-4441,0.222,Non
MC-4442,0.222,Non
MC-4443,0.333,Semi
MC-4444,0.444,Semi
MC-4445,0.444,Semi
MC-4446,0,Non
MC-4447,0,Non
MC-4448,0.133,Non
MC-4449,0.133,Non
MC-4450,0.273,Non
MC-4451,0.333,Semi
MC-4452,0.167,Non
MC-4453,0.167,Non
MC-4454,0.222,Non
MC-4455,0.476,Semi
MC-4456,0.348,Semi
MC-4457,0,Non
MC-4458,0.133,Non
MC-4459,0.133,Non
MC-4460,0.125,Non
MC-4461,0.143,Non
MC-4462,0.133,Non
MC-4463,0.133,Non
MC-4464,0.133,Non
MC-4465,0,Non
MC-4466,0,Non
MC-4467,0.267,Non
MC-4468,0.267,Non
MC-4469,0.267,Non
MC-4470,0.133,Non
MC-4471,0.133,Non
MC-4472,0.444,Semi
MC-4473,0,Non
MC-4474,0,Non
MC-4475,0,Non
MC-4476,0,Non
MC-4477,0.133,Non
MC-4478,0,Non
MC-4479,0.182,Non
MC-4480,0.133,Non
MC-4481,0.286,Non
MC-4482,0.267,Non
MC-4483,0.267,Non
MC-4484,0,Non
MC-4485,0,Non
MC-4486,0,Non
MC-4487,0.167,Non
MC-4488,0.167,Non
MC-4489,0.167,Non
MC-4490,0.167,Non
MC-4491,0.167,Non
MC-4492,0.167,Non
MC-4493,0.167,Non
MC-4494,0.167,Non
MC-4495,0.167,Non
MC-4496,0.167,Non
MC-4497,0.167,Non
MC-4498,0.154,Non
MC-4499,0.154,Non
MC-4500,0.154,Non
MC-4501,0.154,Non
MC-4502,0.154,Non
MC-4503,0.154,Non
MC-4504,0.154,Non
MC-4505,0.167,Non
MC-4506,0.167,Non
MC-4507,0.154,Non
MC-4508,0.235,Non
MC-4509,0.267,Non
MC-4510,0.286,Non
MC-4511,0.5,Semi
MC-4512,0.267,Non
MC-4513,0.267,Non
MC-4514,0.286,Non
MC-4515,0.267,Non
MC-4516,0.267,Non
MC-4517,0.267,Non
MC-4518,0.267,Non
MC-4519,0.267,Non
MC-4520,0.267,Non
MC-4521,0.267,Non
MC-4522,0.267,Non
MC-4523,0.143,Non
MC-4524,0,Non
MC-4525,0.077,Non
MC-4526,0.5,Semi
MC-4527,0.5,Semi
MC-4528,0.167,Non
MC-4529,0,Non
MC-4530,0.267,Non
MC-4531,0,Non
MC-4532,0,Non
MC-4533,0.125,Non
MC-4534,0.125,Non
MC-4535,0.125,Non
MC-4536,0.125,Non
MC-4537,0.125,Non
MC-4538,0.125,Non
MC-4539,0.125,Non
MC-4540,0.25,Non
MC-4541,0.111,Non
MC-4542,0.667,Pep
MC-4543,0.609,Pep
MC-4544,0.667,Pep
