SMILES,Sample_Type
O=C1N[C@H](CSCC2=C(C(OC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O)C=CC=C2O)C(N(C)C)=O,Non Peptide
O=C1N[C@H](CSCC2=C(C(OC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O)C=CC=C2OC)C(N(C)C)=O,Non Peptide
O=C1N[C@H](CSCC2=C(C(OC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O)C=CC=C2C4CC4)C(N(C)C)=O,Non Peptide
O=C1N[C@H](CSCC2=C(C(OC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O)C=CC=C2C#N)C(N(C)C)=O,Non Peptide
O=C1N[C@H](CSCC2=C(C(OC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O)C=CC=C2C(O)=O)C(N(C)C)=O,Non Peptide
O=C1N[C@H](CSCC2=C(C(OC[C@H]1NC(C)=O)=O)C=CC=C2)C(N(C)C)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC(CNC(C)=O)=O)=O,Non Peptide
O=C(N[C@@H]1COC(C2=C(C=CC=C2)CSC[C@H](C(N(C)C)=O)NC1=O)=O)[C@@H]3CCN3C(C)=O,Non Peptide
O=C(N[C@@H]1COC(C2=C(C=CC=C2)CSC[C@H](C(N(C)C)=O)NC1=O)=O)[C@@H]3CCCCN3C(C)=O,Non Peptide
O=C(N[C@@H]1COC(C2=C(C=CC=C2)CSC[C@H](C(N(C)C)=O)NC1=O)=O)[C@@H]3CSCN3C(C)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C4CC4)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C(F)(F)F)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(OC)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(COC)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C4=CC=CC=C4)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(CC4=CC=CC=C4)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3S(C)(=O)=O)=O)=O,Non Peptide
O=C1N[C@H](CSCC2=C(C(OC[C@H]1NC([C@@H]3CCCN3S(C4=CC=CC=C4)(=O)=O)=O)=O)C=CC=C2)C(N(C)C)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC2=C(C=CC=C2)C(OC[C@H]1NC([C@@H]3CCCN3S(CC4=CC=CC=C4)(=O)=O)=O)=O,Non Peptide
OC(CCC(N1CCC[C@H]1C(N[C@@H]2CNC(C3=C(C=CC=C3)CSC[C@H](C(N(C)C)=O)NC2=O)=O)=O)=O)=O,Non Peptide
O=C(NC)CCC(N1CCC[C@H]1C(N[C@@H]2CNC(C3=C(C=CC=C3)CSC[C@H](C(N(C)C)=O)NC2=O)=O)=O)=O,Non Peptide
O=C(NC)/C=C/C(N1CCC[C@H]1C(N[C@@H]2CNC(C3=C(C=CC=C3)CSC[C@H](C(N(C)C)=O)NC2=O)=O)=O)=O,Non Peptide
N#CC1=C(C(N2CCC[C@H]2C(N[C@@H]3COC(C4=CC=CC=C4CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)SC=C1,Non Peptide
O=C(N(C)C)[C@H](NC1=O)CSCC2=CC=CC=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C4=NOC=C4)=O)=O)=O,Non Peptide
O=C(NC(N1CCC[C@H]1C(N[C@@H]2COC(C3=CC=CC=C3CSC[C@H](C(N(C)C)=O)NC2=O)=O)=O)=O)C4=CC=CC=C4,Non Peptide
O=C(C1=C(OC)C=CC=C1)NCC(N2CCC[C@H]2C(N[C@@H]3COC(C4=CC=CC=C4CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O,Non Peptide
O=C(N(C)C)[C@H](NC1=O)CSCC2=CC=CC=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C4=CC5=C(S4)N=CC=C5)=O)=O)=O,Non Peptide
O=C(N1CC(N2CCC[C@H]2C(N[C@@H]3COC(C4=CC=CC=C4CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)C5=C(C=CC=C5)C1=O,Non Peptide
O=C1C2=C(C=CC=C2)SN1CC(N3CCC[C@H]3C(N[C@@H]4COC(C5=CC=CC=C5CSC[C@H](C(N(C)C)=O)NC4=O)=O)=O)=O,Non Peptide
CC(NC(N1CC(N2CCC[C@H]2C(N[C@@H]3COC(C4=CC=CC=C4CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)=O)(C5=CC=CC=C5)C1=O,Non Peptide
O=C(N(C)C)[C@H](NC1=O)CSCC2=CC=CC=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C4=NN(C5=CC=CC=C5)C=N4)=O)=O)=O,Non Peptide
O=C(N(C)C)[C@H](NC1=O)CSCC2=CC=CC=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C4=CC=CC=C4OC5=CC=CC=C5C#N)=O)=O)=O,Non Peptide
O=C(N(C)C)[C@H](NC1=O)CSCC2=CC=CC=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C4=NC(N5C=NC=C5)=CC=C4)=O)=O)=O,Non Peptide
O=C(N(C)C)[C@H](NC1=O)CSCC2=CC=CC=C2C(OC[C@H]1NC([C@@H]3CCCN3C(CNC(C4(C5=CC=CC=C5)CC4)=O)=O)=O)=O,Non Peptide
N#CC1=C(NC(C=C1C)=O)SCC(N2CCC[C@H]2C(N[C@@H]3COC(C4=CC=CC=C4CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O,Non Peptide
O=C(C(N1CCC[C@H]1C(N[C@@H]2COC(C3=CC=CC=C3CSC[C@@H](NC2=O)C(N(C)C)=O)=O)=O)=O)C4=CC=CC=C4C(O)=O,Non Peptide
O=C([C@@H](CO1)NC([C@@H]2CCCN2C(CSC3=C(C(O)=O)C=CC=C3)=O)=O)N[C@@H](C(N(C)C)=O)CSCC4=CC=CC=C4C1=O,Non Peptide
OC(C(CC1)=NN(C2=CC=CC(C(N3CCC[C@H]3C(N[C@@H]4COC(C5=CC=CC=C5CSC[C@@H](NC4=O)C(N(C)C)=O)=O)=O)=O)=C2)C1=O)=O,Non Peptide
OC(C1=C(C(N2CCC[C@H]2C(N[C@@H]3COC(C4=CC=CC=C4CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)C=CS1)=O,Non Peptide
CS(NC1=C(C(N[C@@H]2COC(C3=CC=CC=C3CSC[C@H](C(N(C)C)=O)NC2=O)=O)=O)SC=C1)(=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC=CC=C2)=CC=C3)=C3C(OC[C@H]1NC([C@@H]4CCCN4C(C)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC=CC3=NON=C32)=CC=C4)=C4C(OC[C@H]1NC([C@@H]5CCCN5C(C)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC3=NON=C3C=C2)=CC=C4)=C4C(OC[C@H]1NC([C@@H]5CCCN5C(C)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC=C(C#N)S2)=CC=C3)=C3C(OC[C@H]1NC([C@@H]4CCCN4C(C)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC(C(O)=O)=CC=C2)=CC=C3)=C3C(OC[C@H]1NC([C@@H]4CCCN4C(C)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC=C(C(O)=O)C=C2)=CC=C3)=C3C(OC[C@H]1NC([C@@H]4CCCN4C(C)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC=C(C(OC)=O)C=C2)=CC=C3)=C3C(OC[C@H]1NC([C@@H]4CCCN4C(C)=O)=O)=O,Non Peptide
O=C(O)CC1=CC=C(C2=CC=CC(C(OC[C@H]3NC([C@@H]4CCCN4C(C)=O)=O)=O)=C2CSC[C@H](C(N(C)C)=O)NC3=O)C=C1,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC=C(C(O)=O)S2)=CC=C3)=C3C(OC[C@H]1NC([C@@H]4CCCN4C(C)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC=C(C3=NN=NN3)C=C2)=CC=C4)=C4C(OC[C@H]1NC([C@@H]5CCCN5C(C)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC=C([N+]([O-])=O)C=C2)=CC=C3)=C3C(OC[C@H]1NC([C@@H]4CCCN4C(C)=O)=O)=O,Non Peptide
O=S(C1=CC=C(C2=CC=CC(C(OC[C@H]3NC([C@@H]4CCCN4C(C)=O)=O)=O)=C2CSC[C@H](C(N(C)C)=O)NC3=O)C=C1)(C)=O,Non Peptide
O=C(C)C1=CC=C(C2=CC=CC(C(OC[C@H]3NC([C@@H]4CCCN4C(C)=O)=O)=O)=C2CSC[C@H](C(N(C)C)=O)NC3=O)C=C1,Non Peptide
CC1=C(C(O)=O)C=CC(C2=CC=CC(C(OC[C@H]3NC([C@@H]4CCCN4C(C)=O)=O)=O)=C2CSC[C@H](C(N(C)C)=O)NC3=O)=C1,Non Peptide
COC1=C(C(O)=O)C=CC(C2=CC=CC(C(OC[C@H]3NC([C@@H]4CCCN4C(C)=O)=O)=O)=C2CSC[C@H](C(N(C)C)=O)NC3=O)=C1,Non Peptide
FC1=C(C(O)=O)C=CC(C2=CC=CC(C(OC[C@H]3NC([C@@H]4CCCN4C(C)=O)=O)=O)=C2CSC[C@H](C(N(C)C)=O)NC3=O)=C1,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC([N+]([O-])=O)=C(C(O)=O)C=C2)=CC=C3)=C3C(OC[C@H]1NC([C@@H]4CCCN4C(C)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C(C2=CC(C(F)(F)F)=C(C(O)=O)C=C2)=CC=C3)=C3C(OC[C@H]1NC([C@@H]4CCCN4C(C)=O)=O)=O,Non Peptide
CC1=C(C(O)=O)C(C)=CC(C2=CC=CC(C(OC[C@H]3NC([C@@H]4CCCN4C(C)=O)=O)=O)=C2CSC[C@H](C(N(C)C)=O)NC3=O)=C1,Non Peptide
FC1=C(C(O)=O)C(F)=CC(C2=CC=CC(C(OC[C@H]3NC([C@@H]4CCCN4C(C)=O)=O)=O)=C2CSC[C@H](C(N(C)C)=O)NC3=O)=C1,Non Peptide
OCCC(N1CCC[C@H]1C(N[C@@H]2COC(C3=C(C=CC=C3)CSC[C@H](C(N(C)C)=O)NC2=O)=O)=O)=O,Non Peptide
OCCCC(N1CCC[C@H]1C(N[C@@H]2COC(C3=C(C=CC=C3)CSC[C@H](C(N(C)C)=O)NC2=O)=O)=O)=O,Non Peptide
O=C(OC)CCC(N1CCC[C@H]1C(N[C@@H]2COC(C3=C(C=CC=C3)CSC[C@H](C(N(C)C)=O)NC2=O)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(CCC(N)=O)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(CCC(N(C)C)=O)=O)=O)=O,Non Peptide
O=C1C(C(N2CCC[C@H]2C(N[C@@H]3COC(C4=C(C=CC=C4)CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)=CC=CN1,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C4=CC=CN(C)C4=O)=O)=O)=O,Non Peptide
O=S(NC1=C(C(N2CCC[C@H]2C(N[C@@H]3COC(C4=C(C=CC=C4)CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)C=CC=C1)(C)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C(C=CC=C4)=C4OS(=O)(C)=O)=O)=O)=O,Non Peptide
BrC1=CSN=C1C(N2CCC[C@H]2C(N[C@@H]3COC(C4=C(C=CC=C4)CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O,Non Peptide
O=C(C)N(CC(N1CCC[C@H]1C(N[C@@H]2COC(C3=C(C=CC=C3)CSC[C@H](C(N(C)C)=O)NC2=O)=O)=O)=O)C4=CC=CC=C4,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C4=CC=CC5=C4N=CN5)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(CC4=CC(C=CC=C5)=C5S4)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(CCC4=CC=C5C=CC=CC5=N4)=O)=O)=O,Non Peptide
O=C1C2=CC=CC=C2C=CN1CC(N3CCC[C@H]3C(N[C@@H]4COC(C5=C(C=CC=C5)CSC[C@H](C(N(C)C)=O)NC4=O)=O)=O)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(CC4=CC=CN=C4)=O)=O)=O,Non Peptide
CC(N1CC(N2CCC[C@H]2C(N[C@@H]3COC(C4=C(C=CC=C4)CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)=NC5=C(C(C6=CC=CS6)=CS5)C1=O,Non Peptide
O=C1N(C)C=C(C(N2CCC[C@H]2C(N[C@@H]3COC(C4=C(C=CC=C4)CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)C5=C1C=CC=C5,Non Peptide
CC1=C(C(N2CCC[C@H]2C(N[C@@H]3COC(C4=C(C=CC=C4)CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)C=C(S(=O)(NC)=O)C=C1,Non Peptide
O=S1(N(CC(N2CCC[C@H]2C(N[C@@H]3COC(C4=C(C=CC=C4)CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)C5=CC=CC=C5N1C6=CC=CC=C6)=O,Non Peptide
O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C4=C(N5N=NN=C5)C=CC=C4)=O)=O)=O,Non Peptide
OC(C1=CC(C(N2CCC[C@H]2C(N[C@@H]3COC(C4=C(C=CC=C4)CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)=CC=C1)=O,Non Peptide
O=S(N(C)C1=C(C(N2CCC[C@H]2C(N[C@@H]3COC(C4=C(C=CC=C4)CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)C=CC=C1)(C)=O,Non Peptide
O=C(C)NC1=C(C(N2CCC[C@H]2C(N[C@@H]3COC(C4=C(C=CC=C4)CSC[C@H](C(N(C)C)=O)NC3=O)=O)=O)=O)C=CC=C1,Non Peptide
CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@H](C)C(=O)N(C)C[C@@H]1O2)C#N,Non Peptide
CO[C@H]1CC[C@H]2CCOc3c(cccc3C(=O)N(C)C[C@H](C)C(=O)N(C)C[C@@H]1O2)C#N,Non Peptide
CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@H](C)[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2)OC,Non Peptide
CO[C@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2)OC,Non Peptide
CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,Non Peptide
CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,Non Peptide
CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)[C@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)OC,Non Peptide
CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)[C@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2)OC,Non Peptide
CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)c4ccccc4,Non Peptide
CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2)c4ccccc4,Non Peptide
CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,Non Peptide
CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,Non Peptide
CO[C@@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@H]1O2)C#N,Non Peptide
CO[C@H]1CC[C@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@H]1O2)C#N,Non Peptide
CO[C@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@@H]1O2)C#N,Non Peptide
Clc1ccc(C[C@@H]2CCn3cc(COC[C@@H](NC2=O)c4ccccc4)nn3)cc1,Non Peptide
COc1ccc(C[C@H]2CCn3cc(COC[C@@H](NC2=O)c4ccccc4)nn3)cc1,Non Peptide
Clc1cccc(C[C@H]2CCn3cc(COC[C@H](NC2=O)c4ccccc4)nn3)c1,Non Peptide
CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,Non Peptide
CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,Non Peptide
CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,Non Peptide
CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,Non Peptide
C[C@H]1CC(=O)N[C@@H](C\C=C/C[C@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,Non Peptide
C[C@H]1CC(=O)N[C@H](C\C=C/C[C@@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,Non Peptide
C[C@H]1CC(=O)N[C@@H](C\C=C/C[C@@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,Non Peptide
O=C1C[C@H](C(=O)N[C@@H](C\C=C/C[C@@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,Non Peptide
O=C1C[C@H](C(=O)N[C@@H](C\C=C/C[C@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,Non Peptide
O=C1C[C@H](C(=O)N[C@H](C\C=C/C[C@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,Non Peptide
O=C1C[C@H](C(=O)N[C@H](C\C=C/C[C@@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,Non Peptide
COc1ccc([C@@H]2C\C=C/C[C@H](NC(=O)[C@H](CC(=O)N2)c3ccccc3)c4cccc(Cl)c4)c(OC)c1,Non Peptide
CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)CCCC(=O)N(C)C[C@@H]1O2)C#N,Non Peptide
CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)CCCC(=O)N(C)C[C@H]1O2)C#N,Non Peptide
CO[C@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)CCCC(=O)N(C)C[C@@H]1O2)C#N,Non Peptide
CO[C@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)CCCC(=O)N(C)C[C@H]1O2)C#N,Non Peptide
CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@H](OC)[C@H](C)C(=O)N(C)C[C@@H]1O2)C#N,Non Peptide
CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@H](OC)[C@H](C)C(=O)N(C)C[C@@H]1O2)C#N,Non Peptide
CO[C@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](OC)[C@H](C)C(=O)N(C)C[C@@H]1O2)C#N,Non Peptide
COc1ccc([C@@H]2C\C=C/C[C@H](NC(=O)[C@H](CC(=O)N2)c3ccccc3)c4ccc5OCOc5c4)c(OC)c1,Non Peptide
COc1ccc([C@H]2C\C=C/C[C@H](NC(=O)[C@H](CC(=O)N2)c3ccccc3)c4ccc5OCOc5c4)c(OC)c1,Non Peptide
Fc1ccc(cc1)[C@@H]2C\C=C/C[C@H](NC(=O)[C@@H](CC(=O)N2)c3ccccc3)c4ccc5OCOc5c4,Non Peptide
Fc1cccc(C[C@H]2CCn3cc(COC[C@H](Cc4ccccc4)NC2=O)nn3)c1,Non Peptide
Fc1cccc(C[C@H]2CCn3cc(COC[C@@H](Cc4ccccc4)NC2=O)nn3)c1,Non Peptide
COc1ccc(C[C@H]2CCn3cc(COC[C@H](Cc4ccccc4)NC2=O)nn3)cc1,Non Peptide
CO[C@@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)[C@@H](C)C(=O)N(C)C[C@H]1O2)C#N,Non Peptide
CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)[C@H](C)C(=O)N(C)C[C@@H]1O2)C#N,Non Peptide
FC(F)(F)c1ccc(C[C@H]2CCn3cc(COC[C@@H](NC(=O)[C@@H](Cc4ccc(cc4)C(F)(F)F)CCn4cc(COC[C@@H](NC2=O)c2ccccc2)nn4)c2ccccc2)nn3)cc1,Non Peptide
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2F)OCc3cn(CCCC1=O)nn3,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2F)OCc3cnnn3CCCC1=O,Non Peptide
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)OCc3cnnn3CCCC1=O,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)OCc3cnnn3CCCC1=O,Non Peptide
COc1cccc(c1)S(=O)(=O)N(C)C[C@@H]2OCc3cn(CCCC(=O)N(C[C@@H]2C)[C@@H](C)CO)nn3,Non Peptide
COc1cccc(c1)S(=O)(=O)N(C)C[C@H]2OCc3cn(CCCC(=O)N(C[C@@H]2C)[C@@H](C)CO)nn3,Non Peptide
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(C)cc2)OCc3cn(CCCC1=O)nn3,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(C)cc2)OCc3cn(CCCC1=O)nn3,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Oc3ccccc3)nc2)OCc4cn(CCCC1=O)nn4,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Oc3ccccc3)nc2)OCc4cnnn4CCCC1=O,Non Peptide
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Oc3ccccc3)nc2)OCc4cn(CCCC1=O)nn4,Non Peptide
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Oc3ccccc3)nc2)OCc4cnnn4CCCC1=O,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)c3cccs3)OCc4cn(CCCC1=O)nn4,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)c3cccs3)OCc4cn(CCCC1=O)nn4,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)OCc3cnnn3CCCC1=O,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)OCc3cn(CCCC1=O)nn3,Non Peptide
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)OCc3cnnn3CCCC1=O,Non Peptide
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)OCc3cn(CCCC1=O)nn3,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2cc(on2)c3ccccc3)OCc4cnnn4CCCC1=O,Non Peptide
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2cc(on2)c3ccccc3)OCc4cnnn4CCCC1=O,Non Peptide
COc1ccc(NC(=O)N(C)C[C@H]2OCc3cnnn3CCCC(=O)N(C[C@H]2C)[C@@H](C)CO)c(OC)c1,Non Peptide
COc1ccc(NC(=O)N(C)C[C@H]2OCc3cn(CCCC(=O)N(C[C@H]2C)[C@@H](C)CO)nn3)c(OC)c1,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Oc2ccc(C)cc2)OCc3cnnn3CCCC1=O,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Oc2ccc(C)cc2)OCc3cn(CCCC1=O)nn3,Non Peptide
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCc3cnnn3CCCC1=O,Non Peptide
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCc3cn(CCCC1=O)nn3,Non Peptide
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)OCc4cn(CCCC1=O)nn4,Non Peptide
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)OCc4cnnn4CCCC1=O,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)OCc4cn(CCCC1=O)nn4,Non Peptide
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)OCc4cnnn4CCCC1=O,Non Peptide
