,SMILES,Sample_Type,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio
75,O=C(NCCCCN[C@H](CC(C)C)C(N[C@H](CC1=CC=C(O)C=C1)C(N[C@H]2C)=O)=O)[C@H](CC3=CC=CC=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
76,CC(C)(OC(C=C1)=CC=C1C[C@H](NC2=O)C(N[C@@H](C)C(N[C@@H](CC3=CC=CC=C3)C(NCCCCN[C@H]2CC(C)C)=O)=O)=O)C,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
77,O=C1[C@@H](N(C)C([C@@H](NC([C@H](CC2=CC=C(O)C=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)N(C)C(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.5294117647058824,0.7058823529411765
78,O=C1[C@@H](NC([C@@H](N(C)C([C@H](CC2=CC=C(O)C=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(Cc2ccc(O)cc2)NC1=O,0.5294117647058824,0.7058823529411765
79,O=C1[C@@H](NC([C@@H](NC([C@H](CC2=CC=C(O)C=C2)N(C)C([C@@H](NCCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(C)NCCCCNC(=O)C(Cc2ccccc2)NC1=O,0.5294117647058824,0.7058823529411765
80,CN([C@H](C(N[C@H](C(N[C@H](C(N[C@H]1CC2=CC=CC=C2)=O)C)=O)CC(C=C3)=CC=C3O)=O)CC(C)C)CCCCNC1=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)CCCCNC(=O)C(Cc2ccccc2)NC1=O,0.7058823529411765,0.7058823529411765
81,CN([C@H](C(N(C)[C@H]1CC2=CC=CC=C2)=O)C)C([C@@H](NC([C@H](CC(C)C)NCCCCNC1=O)=O)CC(C=C3)=CC=C3O)=O,Semi Peptide,17,2,2,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.35294117647058826,0.7058823529411765
82,O=C1[C@@H](N(C)C([C@@H](NC([C@H](CC2=CC=C(O)C=C2)N(C)C([C@@H](NCCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,2,2,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)N(C)C(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)N(C)C1=O,0.35294117647058826,0.7058823529411765
83,O=C1[C@@H](N(C)C([C@@H](NC([C@H](CC2=CC=C(O)C=C2)NC([C@@H](N(C)CCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C)N(C)CCCCNC(=O)C(Cc2ccccc2)N(C)C1=O,0.5294117647058824,0.7058823529411765
84,O=C1[C@@H](NC([C@@H](N(C)C([C@H](CC2=CC=C(O)C=C2)N(C)C([C@@H](NCCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,2,2,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(Cc2ccc(O)cc2)N(C)C1=O,0.35294117647058826,0.7058823529411765
85,O=C1[C@@H](NC([C@@H](N(C)C([C@H](CC2=CC=C(O)C=C2)NC([C@@H](N(C)CCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1C(=O)NC(Cc2ccc(O)cc2)C(=O)N(C)C(C)C(=O)NC(Cc2ccccc2)C(=O)NCCCCN1C,0.5294117647058824,0.7058823529411765
86,O=C1[C@@H](NC([C@@H](NC([C@H](CC2=CC=C(O)C=C2)N(C)C([C@@H](N(C)CCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(C)N(C)CCCCNC(=O)C(Cc2ccccc2)NC1=O,0.5294117647058824,0.7058823529411765
87,O=C1[C@@H](NC([C@@H](NC([C@H](CC2=CC=C(OC)C=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
88,O=C1[C@@H](NC([C@@H](N(C)C([C@@H](CC2=CC=C(O)C=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(Cc2ccc(O)cc2)NC1=O,0.5294117647058824,0.7058823529411765
89,CN(CC(N[C@H]1CC2=CC=CC=C2)=O)C([C@@H](NC([C@H](CC(C)C)NCCCCNC1=O)=O)CC(C=C3)=CC=C3O)=O,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)CN(C)C(=O)C(Cc2ccccc2)NC1=O,0.5294117647058824,0.7058823529411765
90,O=C1[C@@H](NC([C@H](N(C)C([C@@H](CC2=CC=C(OC(C)(C)C)C=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(Cc2ccc(O)cc2)NC1=O,0.5294117647058824,0.7058823529411765
91,O=C1[C@@H](NC([C@@H](N(C)C([C@@H](CC2=CC=C(OC(C)(C)C)C=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(Cc2ccc(O)cc2)NC1=O,0.5294117647058824,0.7058823529411765
92,O=C1[C@@H](NC([C@@H](NC([C@@H](CC2=CC=C(OC(C)(C)C)C=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)C)=O)CC3=CC=CC=C3,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
93,O=C1[C@@H](NC(CN(C)C([C@@H](CC2=CC=C(OC(C)(C)C)C=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)CN(C)C(=O)C(Cc2ccc(O)cc2)NC1=O,0.5294117647058824,0.7058823529411765
94,O=C1[C@@H](NC([C@H](C)N(C)C([C@H](CC2=CC=C(OC)C=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(Cc2ccc(O)cc2)NC1=O,0.5294117647058824,0.7058823529411765
95,O=C1[C@@H](NC([C@H](C)N(C)C([C@@H](CC2=CC=C(OC)C=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(Cc2ccc(O)cc2)NC1=O,0.5294117647058824,0.7058823529411765
96,O=C1[C@@H](NC([C@H](C)N(C)C([C@@H](CC2=CC=CC=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5294117647058824,0.7058823529411765
97,O=C1[C@@H](NC([C@H](C)N(C)C([C@@H](CC2=CC=C(C(F)(F)F)C=C2)NC([C@@H](NCCCCN1)CC(C)C)=O)=O)=O)CC3=CC=CC=C3,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,Cc1ccc(CC2NC(=O)C(C)NCCCCNC(=O)C(Cc3ccccc3)NC(=O)C(C)N(C)C2=O)cc1,0.5294117647058824,0.7058823529411765
98,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@@H](C)C(N(C)[C@H]1CC2=CC=C(O)C=C2)=O)=O)[C@H](CC3=CC=CC=C3)NC1=O,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(C)NC1=O,0.5294117647058824,0.7058823529411765
99,O=C(NCCCCN[C@@H](CC(C)C)C(N(C)[C@@H](C)C(N[C@H]1CC2=CC=C(O)C=C2)=O)=O)[C@H](CC3=CC=CC=C3)NC1=O,Semi Peptide,17,3,1,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C)N(C)C1=O,0.5294117647058824,0.7058823529411765
100,O=C([C@@H](NCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,12,3,0,3,C1CNCCNCCNCCN1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCNC1=O,0.75,0.75
101,O=C([C@@H](NCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,13,3,0,3,C1CNCCNCCNCCNC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCNC1=O,0.6923076923076923,0.6923076923076923
102,O=C([C@@H](NCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,14,3,0,3,C1CCNCCNCCNCCNC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCNC1=O,0.6428571428571429,0.6428571428571429
103,O=C([C@@H](NCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,15,3,0,3,C1CCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCNC1=O,0.6,0.6
104,O=C([C@@H](NCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.5625,0.5625
105,O=C([C@@H](NCCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,17,3,0,3,C1CCCNCCNCCNCCNCCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCCNC1=O,0.5294117647058824,0.5294117647058824
106,O=C([C@@H](NCCCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,18,3,0,3,C1CCCCNCCNCCNCCNCCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCCCNC1=O,0.5,0.5
107,O=C([C@@H](NCCCCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,19,3,0,3,C1CCCCNCCNCCNCCNCCCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCCCCNC1=O,0.47368421052631576,0.47368421052631576
108,O=C([C@@H](NCCCCCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,20,3,0,3,C1CCCCCNCCNCCNCCNCCCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCCCCCNC1=O,0.45,0.45
109,O=C([C@@H](NCCCCCCNC([C@@H]1C)=O)CC2=CC=CC=C2)N[C@@H](CC(C)C)C(N1)=O,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.5625,0.5625
110,O=C([C@@H](NCCCCCCNC([C@@H]1CC(C)C)=O)C)N[C@@H](CC2=CC=CC=C2)C(N1)=O,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(C)NC(=O)C(Cc2ccccc2)NC1=O,0.5625,0.5625
111,O=C([C@@H](NCCCCCCNC([C@@H]1CC2=CC=CC=C2)=O)C)N[C@@H](CC(C)C)C(N1)=O,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.5625,0.5625
112,O=C([C@@H](NCCCCCCNC([C@@H]1C)=O)CC(C)C)N[C@@H](CC2=CC=CC=C2)C(N1)=O,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(C)NC(=O)C(Cc2ccccc2)NC1=O,0.5625,0.5625
113,O=C([C@@H](NCCCCCCNC([C@@H]1CC2=CC=CC=C2)=O)CC(C)C)N[C@@H](C)C(N1)=O,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.5625,0.5625
114,O=C([C@@H](NCCCCCCNC([C@@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.5625,0.5625
115,O=C([C@@H](NCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@@H](C1=O)C,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.5625,0.5625
116,O=C([C@H](NCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.5625,0.5625
117,O=C([C@@H](NCCCCCCNC([C@@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@@H](C1=O)C,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.5625,0.5625
118,O=C([C@H](NCCCCCCNC([C@@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.5625,0.5625
119,O=C([C@H](NCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@@H](C1=O)C,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.5625,0.5625
120,O=C([C@H](NCCCCCCNC([C@@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@@H](C1=O)C,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.5625,0.5625
121,O=C([C@@H](NCCCCCCNC([C@H](CC(C)C)N1C)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,16,2,1,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(Cc2ccccc2)NCCCCCCNC(=O)C(C)N(C)C1=O,0.375,0.5625
122,O=C([C@@H](NCCCCCCNC(CN1CC(C)C)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,16,2,1,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(Cc2ccccc2)NCCCCCCNC(=O)CN(C)C1=O,0.375,0.5625
123,O=C([C@@H](NCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N(C)[C@H](C1=O)C,Semi Peptide,16,2,1,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.375,0.5625
124,O=C([C@@H](NCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N(C)CC1=O,Semi Peptide,16,2,1,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)CN(C)C(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.375,0.5625
125,O=C([C@@H](N(C)CCCCCCNC([C@@H]1CC(C)C)=O)CC2=CC=CC=C2)N[C@H](C(N1)=O)C,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)N(C)CCCCCCNC1=O,0.5625,0.5625
126,O=C(CN(CC1=CC=CC=C1)CCCCCCNC([C@H](CC(C)C)N2)=O)N[C@@H](C)C2=O,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)CN(Cc2ccccc2)CCCCCCNC(=O)C(C)NC1=O,0.5625,0.5625
127,O=C([C@@H](NCCCCCCN(C)C([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,16,2,1,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(Cc2ccccc2)NCCCCCCN(C)C(=O)C(C)NC1=O,0.375,0.5625
128,O=C([C@@H](N(C(C)=O)CCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)N(C)CCCCCCNC1=O,0.5625,0.5625
129,O=C([C@@H](NCCCCCCNC([C@@H](CC(C)C)N1C)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,16,2,1,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(Cc2ccccc2)NCCCCCCNC(=O)C(C)N(C)C1=O,0.375,0.5625
130,O=C([C@@H](NCCCCCCNC([C@H](CC(C)C)N1C)=O)CC2=CC=CC=C2)N[C@@H](C1=O)C,Semi Peptide,16,2,1,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(Cc2ccccc2)NCCCCCCNC(=O)C(C)N(C)C1=O,0.375,0.5625
131,O=C([C@@H](NCCCCCCN(C)C([C@@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,16,2,1,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(Cc2ccccc2)NCCCCCCN(C)C(=O)C(C)NC1=O,0.375,0.5625
132,O=C([C@@H](NCCCCCCN(C)C([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@@H](C1=O)C,Semi Peptide,16,2,1,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(Cc2ccccc2)NCCCCCCN(C)C(=O)C(C)NC1=O,0.375,0.5625
133,O=C([C@@H](NCCCCCCN(C)C([C@@H](CC(C)C)N1C)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,Semi Peptide,16,1,2,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(Cc2ccccc2)NCCCCCCN(C)C(=O)C(C)N(C)C1=O,0.1875,0.5625
134,O=C([C@@H](NCCCCCCNC([C@H](CC(C)C)N1C)=O)CC2=CC=CC=C2)N(C)[C@@H](C1=O)C,Semi Peptide,16,1,2,3,C1CCCNCCNCCNCCNCC1,CC1C(=O)N(C)C(C)C(=O)NCCCCCCNC(Cc2ccccc2)C(=O)N1C,0.1875,0.5625
135,O=C([C@@H](NCCCCCCN(C)C([C@H](CC(C)C)N1C)=O)CC2=CC=CC=C2)N[C@@H](C1=O)C,Semi Peptide,16,1,2,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(Cc2ccccc2)NCCCCCCN(C)C(=O)C(C)N(C)C1=O,0.1875,0.5625
136,O=C([C@@H](NCCCCCCN(C)C([C@H](CC(C)C)N1C)=O)CC2=CC=CC=C2)N(C)[C@@H](C1=O)C,Semi Peptide,16,0,3,3,C1CCCNCCNCCNCCNCC1,CC1C(=O)N(C)C(C)C(=O)N(C)CCCCCCNC(Cc2ccccc2)C(=O)N1C,0.0,0.5625
137,O=C([C@@H](NCCCCCCN(C)C([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N(C)[C@@H](C1=O)C,Semi Peptide,16,1,2,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NCCCCCCN(C)C1=O,0.1875,0.5625
138,O=C([C@@H](NCCCCCCN(C)C(CN1CC(C)C)=O)CC2=CC=CC=C2)N[C@@H](C1=O)C,Semi Peptide,16,1,2,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(Cc2ccccc2)NCCCCCCN(C)C(=O)CN(C)C1=O,0.1875,0.5625
139,O=C(CNCCCCCCNC([C@H](C(C)C)N1)=O)N[C@@H](C1=O)CO,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)CNCCCCCCNC(=O)C(C)NC1=O,0.5625,0.5625
140,O=C([C@H](C)NCCCCCCNC([C@H](CC(C)C)N1)=O)N[C@H](C1=O)CC2=CC=C(O)C=C2,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.5625,0.5625
141,O=C(N(CCC1)[C@@H]1C2=O)CNCCCCCCNC([C@H](CC3=CC=C(O)C=C3)N2)=O,Semi Peptide,16,2,1,3,C1CCCNCCNCCNCCNCC1,O=C1NCCCCCCNCC(=O)N2CCCC2C(=O)NC1Cc1ccc(O)cc1,0.375,0.5625
142,O=C(CNCCCCCCNC([C@H](CC(C)C)N1)=O)N[C@H](C1=O)CC2=CC=C(O)C=C2,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNCCCCCCNC1=O,0.5625,0.5625
143,O=C([C@@H](C)NCCCCCCNC([C@H](CC(C)C)N1)=O)N[C@@H](C1=O)CC2=CC=C(O)C=C2,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.5625,0.5625
144,O=C([C@@H](C)NCCCCCCNC([C@H](C(C)C)N1)=O)N[C@@H](C1=O)CO,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(C)NC(=O)C(C)NC1=O,0.5625,0.5625
145,O=C([C@@H](C)NCCCCCCNC([C@H](CO)N1)=O)N[C@@H](C1=O)CC(C)C,Semi Peptide,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(C)NC(=O)C(C)NC1=O,0.5625,0.5625
146,O=C(N(CCC1)[C@@H]1C2=O)[C@@H](C)NCCCCCCNC([C@H](CC3=CC=C(O)C=C3)N2)=O,Semi Peptide,16,2,1,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(Cc2ccc(O)cc2)NC(=O)C2CCCN2C1=O,0.375,0.5625
147,O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O,Non Peptide,12,1,0,1,C1=CCSCCNCCCOC1,CC1CSCc2ccccc2C(=O)OCCC(=O)N1,0.25,0.25
148,O=C1N[C@@H](C(N(C)C)=O)CS(CC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O)=O,Non Peptide,12,1,0,1,C1=CCSCCNCCCOC1,CC1CS(=O)Cc2ccccc2C(=O)OCCC(=O)N1,0.25,0.25
149,O=C1N[C@@H](C(N(C)C)=O)CS(CC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O)(=O)=O,Non Peptide,12,1,0,1,C1=CCSCCNCCCOC1,CC1CS(=O)(=O)Cc2ccccc2C(=O)OCCC(=O)N1,0.25,0.25
150,O=C1N[C@@H](C(N(C)C)=O)CS(CC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O)(=O)=N,Non Peptide,12,1,0,1,C1=CCSCCNCCCOC1,CC1CS(=O)Cc2ccccc2C(=O)OCCC(=O)N1,0.25,0.25
151,O=C1N[C@@H](C(N(C)C)=O)CSCC(C=CC=C2)=C2C(NC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O,Non Peptide,12,2,0,2,C1=CCSCCNCCCNC1,CC1CSCc2ccccc2C(=O)NCCC(=O)N1,0.5,0.5
152,O=C1N[C@@H](C(N(C)C)=O)COCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O,Non Peptide,12,1,0,1,C1=CCOCCNCCCOC1,CC1COCc2ccccc2C(=O)OCCC(=O)N1,0.25,0.25
153,O=C1N[C@@H](C(N(C)C)=O)CCCC(C=CC=C2)=C2C(OC[C@H]1NC([C@@H]3CCCN3C(C)=O)=O)=O,Non Peptide,12,1,0,1,C1=CCOCCCNCCCC1,CC1CCCc2ccccc2C(=O)OCCC(=O)N1,0.25,0.25
